Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
Inico,,http://www.inico.at,,,,,,,,,No text collected from website scraping and no fallback,Retail Sector (B2B),,,,,,,,,,,,,,337.0,DNSError
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Heilig-Geist-Hospital Bensheim,,http://www.heilig-geist-hospital-bensheim.de,Yes,"The text describes 'Nginx Proxy Manager', which is software typically used by businesses for managing web traffic.",Yes,"Proxy managers are scalable and can serve a large number of customers, implying a 'scalable' architecture.",,,,,LLM Partner Matching Failed or No Match Found,Web Server Management,,,,,,Unknown,Nginx Proxy Manager,,,Software for managing Nginx proxies,Unknown/Not Specified,,"The summary describes a default page and setup instructions, making it difficult to assess the business model or target group.",340.0,Success
LISUM,,http://www.klwriting.com,No,"The author is selling books directly to consumers. Keywords: 'get one here!', 'Free Story? Yes, please!'",No,"The author is an individual selling their own books, which does not indicate a large-scale operation. The newsletter has 'over 12* others have joined so far!' which suggests a small audience.",,,,,Pre-qualification failed: Not_B2B,Business Consulting / Management Consulting,,,,,,,,,,,,,,341.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Rhein-Maas-Berufskolleg,,http://www.rmbk.de,Yes,"The Rhein-Maas Berufskolleg provides vocational training and education, which is a service offered to businesses to train their employees or future employees. The text mentions 'Ausbildungsplatzbörse Finde einen Ausbildungsplatz', indicating a connection to businesses seeking trainees.",Yes,"The text mentions 'Nahezu 3000 Schülerinnen und Schüler werden derzeit in fünf Fachbereichen mit 29 Bildungsgängen unterrichtet', indicating a large scale operation serving thousands of students, which implies a capacity to serve over 1,000 customers (businesses needing training). Also, the presence of 'Weitere Standorte' suggests a non-local operation.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning, das digitale Lernplattformen für den Bildungssektor anbietet und sich an junge Menschen und Studenten richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Rhein-Maas Berufskolleg is a vocational college that has been providing education and training to young people for over 155 years. Located in Germany, the school currently educates nearly 3000 students across five departments with 29 educational programs. The college offers a wide range of educational paths including programs in Economics & Administration, Technology, Agricultural Economics, Vocational Orientation, and Health, Education and Social Services. Rhein-Maas Berufskolleg provides various services and support for its students, including career guidance, study orientation, inclusion programs, and school social workers. They also offer opportunities for students to gain international experience through the Erasmus+ program, as well as access to internship and apprenticeship opportunities. The school actively engages with the local business community, as evidenced by its collaboration with the Unternehmerkreis Kempen (UKK). The college also focuses on supporting highly gifted students through dedicated projects. The school's leadership includes Petra Wiese (Principal) and Uwe Lagac (Deputy Principal).",Relias Learning GmbH,"Gemeinsame Ausrichtung auf den Bildungssektor.; Relias Learning bietet digitale Lernplattformen, die für die berufliche Bildung relevant sind.; Beide zielen auf die Förderung von Kompetenzen und Weiterbildung ab.",Education,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,,,Appears Large / >=500 potential,"Economics & Administration programs; Technology programs; Agricultural Economics programs; Vocational Orientation programs; Health, Education and Social Services programs; Career guidance; Study orientation; Inclusion programs; School social workers; Erasmus+ program; Internship and apprenticeship opportunities",Over 155 years of experience; Wide range of educational programs; International experience through Erasmus+; Collaboration with local business community,Young people; Students,Vocational College,Large Enterprise,Focuses on supporting highly gifted students through dedicated projects.,The business model and target audience are clearly articulated in the summary.,344.0,Success
Heri,,http://www.heri-warstein.de,No,"The text describes a local shop selling skis and bikes, indicating a focus on individual consumers, not businesses. There are no B2B keywords.",No,"The text describes a small, local shop with limited opening hours, suggesting a small scale and limited capacity to serve a large number of customers. It mentions 'Rangestr .7 59581 Warstein', indicating a local operation.",,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,345.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Albert-Einstein-Gymnasium München,,http://www.albert-einstein-gymnasium.com,No,"The text describes a school, 'Albert-Einstein-Gymnasium München', which primarily serves students (consumers) rather than businesses.",Yes,"The text describes a school, and schools typically serve hundreds or thousands of students. The presence of 'Schließfächer', 'Mensa', and 'OGTS' suggests a large student body.",,,,,Pre-qualification failed: Not_B2B,Public Sector / Government (B2B),,,,,,,,,,,,,,348.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Agilityinsights,,http://www.managementdesignbook.com,,,,,,,,,No text collected from website scraping and no fallback,Unknown/Not Specified,,,,,,,,,,,,,,353.0,DNSError
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Acceso GmbH,'+49 72 339749789,http://www.acceso.de,Yes,"The company provides ""Eventlösungen"", ""IT-Lösungen"", ""Versand- und Logistikmanagement"", indicating services for other businesses.",Yes,"The company offers ""Logistikmanagement"" and ""IT-Lösungen"", suggesting a scalable service. Also, they aim to develop solutions to ""Serienreife"", implying a potential for large-scale deployment.",,,,,LLM Partner Matching Failed or No Match Found,Event Solutions,,,,True,True,Appears Small,Document and process management; Direct marketing; Mailings; IT solutions; Shipping and logistics management,"Comprehensive solutions development; Integration and application of standards; Honest, fair, trusting, and cooperative relationships",,Solution provider; developing comprehensive solutions from requirements to series production readiness,Startup,,"The business model is reasonably clear, but the target group is not explicitly stated.",355.0,Used_Fallback_Description
Kinderdorf Leuk,'+41 27 474 99 11,http://www.kinderdorf-leuk.ch,Yes,"The text mentions 'Kinderdorf Leuk' offering services such as 'Sonderschule, SAK, BWS, Therapie' which can be considered as services offered to other organizations or institutions, indicating a B2B aspect.",No,"The text describes a 'Kinderdorf' (children's village) which implies a limited, localized scope and does not suggest a capacity to serve thousands of customers. The mention of 'Leuk-Stadt' further suggests a local operation.",,,,,Pre-qualification failed: Capacity_Under_1000,Non-Profits / Associations (B2B),,,,,,,,,,,,,,356.0,Success
Prego GmbH,'+49 40 30392297,http://www.prego-hh.de,No,"The text describes a restaurant serving individual customers, indicated by phrases like 'Benvenuti im Restaurant PREGO!' and mentions of breakfast, lunch, and dinner services.",No,"The text describes a single restaurant location in Hamburg. While it can accommodate groups ('Stelle uns ab 10 Personen bitte eine Anfrage'), there's no indication of a capacity to serve thousands of customers.",,,,,Pre-qualification failed: Not_B2B,Retail Technology / Hospitality Technology,,,,,,,,,,,,,,357.0,Success
Putzteufel GmbH,'+49 36 8369360,http://www.putzteufel-gmbh.de,Yes,"The company offers ""Glas- und Gebäudereinigung (Glass and building cleaning)"", ""Garten- und Landschaftsmanagement (Garden and landscape management)"", and ""Vermietungen (Rentals)"" which are services often provided to businesses.",Yes,"The company has ""rund 1200 Mitarbeitern (around 1200 employees)"" and multiple ""Niederlassungen (branches)"", indicating a large scale of operation.",,,,,LLM Partner Matching Failed or No Match Found,Facility Services,,,,True,True,Appears Medium,Glass and building cleaning; Garden and landscape management; WC container rentals; Lifting platform rentals; Bouncy castle rentals; Smoothie bike rentals,Reliability; Quality; Wide range of services,Private events; Corporate events; Construction sites; Municipalities,Service-based and rental-based,Large Enterprise,"Certifications for quality, environmental, and energy management systems.","The business model and services are clearly described, but the target audience is broad.",358.0,Success
Schülerforschungszentrum Hamburg,,http://www.sfz-hamburg.de,Yes,"The text mentions ""Angebote FÜR LEHRKRÄFTE"" (offers for teachers), indicating a B2B aspect as it caters to educational institutions.",No,"The text describes a local research center (""Schülerforschungszentrum Hamburg"") with specific opening hours and a physical address, suggesting a limited, local scope and not a large-scale operation serving thousands of customers.",,,,,Pre-qualification failed: Capacity_Under_1000,EdTech / E-Learning,,,,,,,,,,,,,,359.0,Success
Clinc,,http://www.clincapp.com,Yes,"The text mentions a ""partner bank"", indicating a business relationship.",Yes,"The company partners with a bank, suggesting a scalable operation and the potential to serve a large number of customers.",,,,,LLM Partner Matching Failed or No Match Found,Financial Technology,,,,,,Unknown,Automated savings service; Spending tracking; Savings account,Automated savings based on spending analysis,,Automated savings service,Unknown/Not Specified,,"The business model is relatively clear, but the target group is not explicitly stated.",360.0,Used_Fallback_Description
Ebbinghaus Automobile,'+49 23 1409090,http://www.ebbinghaus-automobile.de,Yes,"The text mentions ""Gewerbeleasing"" (commercial leasing) indicating B2B services.",Yes,"The company has ""acht Service-Standorte"" (eight service locations) and multiple brands, suggesting a large customer base and the capacity to serve over 1,000 customers.",,,,,LLM Partner Matching Failed or No Match Found,Automotive Dealership,,,,,True,Appears Large / >=500 potential,New and used vehicle sales; Leasing; Financing; Certified workshop services; 24-hour breakdown assistance; Maintenance and repairs; Accident repairs; Pick-up and delivery service; Car rentals; Auto glass service; Insurance service,"Wide range of brands (Ford, Opel, Hyundai); Comprehensive automotive services; Multiple locations in the Ruhr area",Customers in the Ruhr region; Individuals looking for new or used vehicles; Commercial vehicle needs,"Automotive dealership offering sales, leasing, financing, and service",SME,,Business model and target audience are clearly articulated in the summary.,361.0,Success
RPM Dres. Ruge Purrucker Makowski - Partnerschaft mbB - Rechtsanwälte,'+49 431 974160,http://www.rpm-recht.de,Yes,"The company is a law firm ('Kanzlei') providing legal services, which are typically B2B.",Yes,"The company is described as 'expandierende Kanzlei mit weiteren Standorten in Preetz und Gettorf', indicating multiple locations and an expanding business, suggesting the capacity to serve over 1000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Legal Tech Software, das digitale Lösungen speziell für Notare anbietet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The text describes a law firm ('Kanzlei') established in Kiel, Germany, with additional locations in Preetz and Gettorf. The firm offers legal and notarial services at all three locations. It is described as an expanding firm operating beyond the immediate Kiel area.",Notara,Gemeinsame Zielgruppe: Notariate in Deutschland.; Ähnliche Dienstleistungen: Digitale Lösungen für Notare.; Fokus auf die Digitalisierung von Prozessen im Notarbereich.,Law,"Industry: Legal Tech Software (specifically for notaries); Services/Products: Digital client data sheets for all 28 appointment types for notaries; Automated data collection; Integration with existing notary software; Implementation services.; Target Audience: Notaries' offices (Notariate) in Germany.; Business Model: Software as a Service (SaaS) (implied by ""digitale Lösung,"" implementation by Notara team, and a 30-day free trial).; Company Size: Unknown/Not Specified; Innovation Level: Digital solution; Automated data collection; Interactive logic; Digitization of processes; Optimized processes.",5.0,3,,True,Appears Small,Legal services; Notarial services,,,Service-oriented,SME,,"The business model is clear, but the target group is not explicitly stated.",362.0,Used_Fallback_Description
Oberbayerische Fleisch & Wurst GmbH,,http://www.konradhof.de,Yes,"The text mentions ""Kantinen- & Schulverpflegung"", indicating catering services for canteens and schools, which are businesses or institutions.",Yes,"The mention of ""Kantinen- & Schulverpflegung"" suggests the capacity to serve a large number of customers through multiple canteens and schools.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls die Lebensmittel- und Getränkeindustrie beliefert. Für dieses Unternehmen generieren wir täglich 6 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Konradhof is a company involved in food manufacturing (Lebensmittelmanufaktur) and catering, including canteen and school catering services. It appears to operate several entities, including Konradhof Catering, Konradhof Unering (a Bioland farm), and OFW Lebensmittelmanufaktur. The text provides website addresses for each of these entities. The company also mentions career opportunities and includes an Impressum (legal notice) on its websites.",project Service & Produktion GmbH,"Überschneidung in der Lebensmittel- und Getränkeindustrie als Zielgruppe.; Automatisierungstechnologie und Verpackungsmaschinen könnten für die Lebensmittelherstellung relevant sein.; Angebot von Inspektions-, Wartungs- und Schulungsdienstleistungen.",Food Manufacturing and Catering,"Industry: Automation Technology; Packaging Technology; Warehouse Logistics; Services/Products: Packaging and palletizing machines (e.g., PROPAC packing robot, PROPAL palletizer); Conveyor technology (for pallets and piece goods); Labeling solutions (e.g., PROLABEL R150 label applicator); Cobots and mobile robots (collaborative robots, automated guided vehicles); Support services (inspections, maintenance, training, 24-hour service hotline).; Target Audience: Large enterprises; Food & Beverage industry (e.g., Coca-Cola, Nestlé); Pharmaceutical & Chemical industry (e.g., Bayer AG); Packaging & Logistics sector; Wood industry; Steel industry; Construction industry; Glass industry; Paper industry; Hygiene industry.; Business Model: Product-driven (sale of machinery and systems); Service-oriented (inspections, maintenance, training, support); Project-based (customized solutions).; Company Size: …; Innovation Level: Production automation; Robotics (Packroboter, Palettierer, Cobots, mobile robots/automated guided vehicles); Ecologically sustainable processes; Human-machine collaboration.",6.0,27,True,True,Appears Medium,Food manufacturing; Catering; Canteen services; School catering services,,Schools; Canteens,Food manufacturing and catering services,Unknown/Not Specified,,"The business model is clear, but the target group size is not explicitly stated.",363.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
dynasty®,,http://www.dynastyofpets.de,No,"The company primarily sells pet food and related products directly to consumers. The text mentions 'eCommerce store dynasty.pet' and 'cat-themed gifts, decoration and merch for cat-fans'.",Yes,"The company operates an eCommerce store and aims to be an 'international cat-culture and lifestyle concept store', suggesting a capacity to serve a large customer base.",,,,,Pre-qualification failed: Not_B2B,Wholesale / Distribution,,,,,,,,,,,,,,365.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Curato,'+49 646 4613554,http://www.mikecurato.com,No,"The author sells books to children, teens, and adults, indicating a B2C model.",Yes,"The author has multiple books and is represented by The Book Group, suggesting a wide reach and the potential to serve a large customer base.",,,,,Pre-qualification failed: Not_B2B,HR / Recruitment,,,,,,,,,,,,,,367.0,Success
BWK BildungsWerk in Kreuzberg,'+49 30 6179290,http://www.bwk-berlin.de,Yes,"The company offers 'Berufsbildung Umschulung', which are business-related training programs, indicating a B2B aspect.",Yes,"The text mentions 'Campus / Apartments Kantine Catering Eventräume sonstige Dienstleistungen', suggesting a large-scale operation with the capacity to serve many customers. Also, the mention of 'Partner // Kooperationen' suggests a network beyond a small local business.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning, das digitale Lernplattformen für den Gesundheits- und Sozialbereich anbietet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The text describes BWK BildungsWerk in Kreuzberg GmbH as an organization offering a wide range of vocational training, education, and integration services. Their offerings include vocational training (Berufsbildung) and retraining (Umschulung) programs in various fields such as construction finishing (Ausbaufacharbeiter*in), bicycle mechanics (Fahrradmonteure), hairdressing (Friseur/in), domestic services (Hauswirtschaft), hospitality (Hotelfachmann/frau, Koch/Köchin), and tailoring (Textil- und Modeschneider/in). They also provide qualification programs (Qualifizierungen) for kitchen staff (Küchenkraft), service staff (Servicekraft), and domestic help (Hauswirtschaftskraft), as well as modular retraining (Modulare Nachqualifizierung) in hospitality and hairdressing. Furthermore, BWK offers general nursing training (Generalistische Pflegeausbildung), commercial training (Kaufmännische Ausbildung), and preparatory vocational learning (Vorberufliches Lernen) programs, including career orientation (Berufsorientierung) initiatives like JOBWalk and Praxislerngruppen. They also engage in project development, including EU projects and model projects focused on the integration of mothers with refugee and migration backgrounds. Additional services include coaching, application support, and various projects related to intercultural openness and vocational guidance. BWK also provides campus facilities, catering, and event spaces. The organization emphasizes social competence and flexibility, with a diverse team working towards common goals. They aim to quickly implement innovative ideas and foster a trusting atmosphere for effective knowledge transfer. The main target seems to be individuals seeking vocational training, retraining, or integration support, particularly those with migration backgrounds. They also work with employers through cooperative training models (BaE kooperativ) and offer assisted training programs (AsAflex).",Relias Learning GmbH,Gemeinsame Ausrichtung auf digitale Bildungslösungen und E-Learning.; Überschneidung im Zielmarkt: Angebote für den Gesundheits- und Sozialbereich.; Ähnliche Produkte/Services: Digitale Lernplattformen und E-Learning-Lösungen.,Vocational Training and Education,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,True,True,Appears Large / >=500 potential,Vocational training (Berufsbildung); Retraining (Umschulung) programs; Qualification programs; Modular retraining; General nursing training; Commercial training; Preparatory vocational learning; Career orientation; Project development; Coaching; Application support; Campus facilities; Catering; Event spaces,Wide range of vocational training and education services; Focus on integration services; Emphasis on social competence and flexibility; Diverse team working towards common goals; Quick implementation of innovative ideas; Trusting atmosphere for effective knowledge transfer,Individuals seeking vocational training; Individuals seeking retraining; Individuals seeking integration support; Individuals with migration backgrounds; Employers through cooperative training models; Employers through assisted training programs,Service-oriented; Training and education provider,Unknown/Not Specified,They aim to quickly implement innovative ideas.,The summary clearly describes the services offered and the target audience.,368.0,Success
Hector Kinderakademie,,http://www.hector-kinderakademie.de,No,The text describes 'Hector Kinderakademien' which provides educational programs for 'Grundschulkinder' (elementary school children). This indicates a focus on individual consumers (children) rather than businesses.,Yes,"The text mentions that 'Rund 23.000 Grundschulkinder nehmen jährlich an den Kursangeboten an 69 Standorten teil' (Around 23,000 elementary school children participate annually in the courses offered at 69 locations), indicating a large scale and capacity to serve over 1,000 customers.",,,,,Pre-qualification failed: Not_B2B,EdTech / E-Learning,,,,,,,,,,,,,,369.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
ETHEREAL BEAUTY®,'+49 211 97634992,http://www.etherealbeauty.com,No,"The text describes a company selling cosmetics directly to consumers, with phrases like 'Shop Face,' 'Shop Eyes,' and 'Shop Lips,' indicating a B2C business model.",Yes,"The company has an e-commerce website with multiple product offerings and a newsletter signup, suggesting the capacity to serve a large customer base. They also ship internationally, implying a large scale.",,,,,Pre-qualification failed: Not_B2B,Healthcare Services,,,,,,,,,,,,,,372.0,Success
Musikverlag Frank,'+41 32 685 48 80,http://www.musikverlag-frank.ch,Yes,"The company provides music scores, CDs, accessories, gifts and software for genres like 'Harmonie/Blasorchester, Brass Band, Fanfare, Jugend Band, Ensemble und Instrumental', suggesting they cater to organizations rather than individual consumers.",Yes,"The company offers a wide selection of music-related products and software for various musical genres, implying a scalable business model and the potential to serve a large number of customers.",,,,,LLM Partner Matching Failed or No Match Found,Music Publishing,,,,,True,Appears Medium,Sheet music; CDs; Accessories; Gift items; Software,Wide selection of music genres,,Retail and publishing,Unknown/Not Specified,,"The business model is clear, but the target group is not explicitly stated.",373.0,Used_Fallback_Description
Hotel Nautic,,http://www.nautic-usedom.de,,,,,,,,,No text collected from website scraping and no fallback,Retail Technology / Hospitality Technology,,,,,,,,,,,,,,374.0,Success
Caritasverband für die Diözese Würzburg e. V.,'+49 931 38666616,http://www.caritas-wuerzburg.de,Yes,"The text mentions 'Kath. Kitas als pastorale Orte Arbeitshilfen für Kita-Vorstände Arbeitsrechtliche Beratung Kita Arbeitssicherheit und Gesundheitsschutz Datenschutz in Kindertageseinrichtungen', indicating services provided to other organizations (Kitas).",Yes,"The text mentions 'einer der größten Anbieter von Fort- und Weiterbildungen in der Region' and lists numerous services and locations, suggesting a large scale of operation and the potential to serve over 1,000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das ebenfalls soziale Einrichtungen und Organisationen im Sozialwesen anspricht. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Caritas is a social service organization offering a wide range of support and assistance programs. Their services span various areas including: child and family support (early intervention, daycare, family care, parent education), youth services (counseling, social work, housing, addiction support), migration and integration assistance (advice, services for migrants), senior care (nursing, palliative care, assisted living), support for people with disabilities (special schools), and crisis intervention (suicide prevention, general social advice, support for women, debt counseling, psychiatric services, addiction support, homelessness assistance, offender support, services for victims and perpetrators of sexual offenses, HIV/AIDS prevention). Caritas also focuses on promoting volunteer work, offering training and educational programs for both employees and volunteers. They provide services related to kindergartens, including consulting and economic advice. The organization is involved in fundraising through donations and collections to support their various projects and services for people in need. Caritas is active in Unterfranken and has a long history, with various local and regional branches and associations. They also offer in-house training programs tailored to specific needs.",Relias Learning GmbH,"Gemeinsame Zielgruppe: Soziale Einrichtungen und Organisationen im Sozialwesen.; Ähnliche Dienstleistungen: Bildungs- und Schulungsprogramme, insbesondere digitale Lernplattformen.; Beide bieten Dienstleistungen für verschiedene Bereiche der sozialen Arbeit an.",Social Services,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,,True,Appears Large / >=500 potential,Child and family support; Youth services; Migration and integration assistance; Senior care; Support for people with disabilities; Crisis intervention; Volunteer work promotion; Training and educational programs; Kindergarten consulting and economic advice,Wide range of support and assistance programs; Services for various areas of need; Long history and local/regional presence,Children and families; Youth; Migrants; Seniors; People with disabilities; People in crisis,Service-oriented; Non-profit organization,Large Enterprise,They also offer in-house training programs tailored to specific needs.,"The business model and target groups are clearly communicated, although the scale of operations is only implied.",375.0,Success
Karl Rieker GmbH & Co. KG,'+49 747 195810,http://www.karl-rieker.com,Yes,"The company provides ""apparel solution provider for today’s sophisticated retail landscape"" and serves ""a diverse set of businesses in the modern retail landscape.""",Yes,"The company operates a ""global supply chain"" with production facilities in multiple countries (Pakistan, Myanmar, Shanghai, Hong Kong, Bangladesh) and serves a ""diverse set of businesses in the modern retail landscape"", indicating a large capacity.",,,,,LLM Partner Matching Failed or No Match Found,Apparel Manufacturing,,,,True,True,Appears Large / >=500 potential,Sustainable garments; End-to-end apparel solutions; NOS (Never Out of Stock) products; Seasonal garments,Contemporary and sustainable apparel; Competitive prices; End-to-end solutions; Supply chain transparency; Commitment to ethical and legal standards; Reducing carbon footprint,Sophisticated retailers; Businesses in the modern retail landscape,Apparel manufacturing and supply chain management,Large Enterprise,"The company emphasizes a commitment to higher ethical and legal standards, supply chain transparency, and reducing their carbon footprint. They have achieved Gold status in the EcoVadis rating.",The business model and target audience are reasonably clear from the summary.,376.0,Success
IKEB GmbH,,http://www.erwachsenenbildung-interkulturell.de,Yes,"The text mentions 'Unternehmensberatung' (business consulting) and 'integrative, interkulturelle und sprachvermittelnde Bildungspakete für Unternehmen' (integrative, intercultural and language-mediating education packages for companies), indicating B2B services.",No,"The text describes a team offering personalized services and individual education packages, suggesting a smaller scale operation rather than one serving thousands of customers. There is no mention of scalability or large-scale operations.",,,,,Pre-qualification failed: Capacity_Under_1000,EdTech / E-Learning,,,,,,,,,,,,,,377.0,Used_Fallback_Description
Allianz Generalvertretung Halder OHG,,http://www.allianz-halder.de,Yes,"The text mentions advising both ""Privat- wie Firmenkunden"" (private and corporate clients), indicating a B2B component.",Yes,"As an Allianz Generalvertretung (general agency), they are part of a larger insurance company, suggesting a capacity to serve a large number of customers. They also offer ""Vermittlung von Investmentvermögen, Vermögensverwaltungsprodukten und sonstigen Finanzinstrumenten"" which implies a large customer base.",+4980011223344,,,,LLM Partner Matching Failed or No Match Found,Insurance and Financial Services,,,,True,True,Appears Medium,Insurance products; Financial planning; Investment advice; Asset management products; Construction financing,Five decades of experience; Family-owned; Advice and brokerage services,Private clients; Corporate clients,Insurance and financial services agency acting as an agent and intermediary.,SME,,The summary clearly states the services offered and the target audience.,378.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
