Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
Zeisigwaldkliniken Bethanien Chemnitz,'+49 371 4301601,http://www.bethanien-chemnitz.de,Yes,"The text describes a hospital providing medical services, including services for 'Ärzte und Zuweiser' (Doctors and Referrers), indicating B2B relationships.",Yes,"The company is a hospital ('Krankenhaus') and part of a larger network ('Verbund von AGAPLESION'), implying a large scale of operations and the capacity to serve over 1,000 patients.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich HealthTech, das sich auf die Digitalisierung von Gesundheitsprozessen für Krankenhäuser und Pflegeeinrichtungen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Zeisigwaldkliniken Bethanien Chemnitz is a hospital providing basic and standard care as part of the AGAPLESION network. The hospital offers a range of medical services across various departments. These include: Anesthesia, Intensive Care, Emergency Medicine, Pain Therapy, and Palliative Medicine; General and Visceral Surgery; General Internal Medicine, Gastroenterology, and Cardiology; Rheumatology; Orthopedics, Trauma Surgery, and Sports Traumatology; and Urology. Specialized centers include the Intestinal Cancer Center, Prostate Cancer Center, Pelvic Floor Center, Endoprosthetics Center of Maximum Care, Center for Interstitial Cystitis (IC/BPS), Local Trauma Center, and Spinal Column Center. The hospital also provides functional areas such as a central emergency room, endoscopy services, operating rooms, intensive care unit, and outpatient surgery center. Therapeutic services include physiotherapy, occupational therapy, nutritional counseling, and specialized nursing care. The hospital is affiliated with edia.med MVZ Chemnitz Zeisigwaldstraße/ Poliklinik am Zeisigwald.",Elixion Medical,Gemeinsame Industrie: HealthTech und Digitalisierung von Gesundheitsprozessen.; Gemeinsame Zielgruppe: Krankenhäuser und Pflegeeinrichtungen.; Fokus auf innovative Lösungen und Automatisierung im Gesundheitswesen.,Hospital / Healthcare,Industry: HealthTech; Digitalization of health processes; Services/Products: SmartDrain (intelligent system for monitoring drains and catheters); Innovative solutions for automation and real-time monitoring of patient fluid lines.; Target Audience: Hospitals; Care facilities.; Business Model: Product-driven (development and sale of medical devices/systems).; Company Size: Startup; Innovation Level: Innovative solutions; Digitization; Automation; Real-time monitoring; Intelligent system; Machine learning; Wireless data transmission; Innovative technologies.,5.0,4,True,True,Appears Large / >=500 potential,Anesthesia; Intensive Care; Emergency Medicine; Pain Therapy; Palliative Medicine; General and Visceral Surgery; General Internal Medicine; Gastroenterology; Cardiology; Rheumatology; Orthopedics; Trauma Surgery; Sports Traumatology; Urology; Physiotherapy; Occupational therapy; Nutritional counseling; Specialized nursing care,Basic and standard care; Part of the AGAPLESION network; Range of medical services across various departments; Specialized centers,,Hospital providing medical services,Large Enterprise,,"The business model is clear, but the target group is not explicitly stated beyond needing medical care.",94.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
TEHRANI,,http://www.tehranifoods.com,Yes,"The text mentions ""wholesale quantities"", ""professional gastronomy"", and promises ""partners the most cost effective procurement and distribution of goods"", indicating a B2B focus.",Yes,"The company describes itself as ""a growing international network of professional agents and producers"" and mentions delivering crackers ""throughout Germany for wholsesale quanitites"", suggesting a large-scale operation.",,,,,LLM Partner Matching Failed or No Match Found,Food Distribution,,,,True,True,Appears Medium,Olives; Rice Crackers; Tea; Cheese Creams,"Cost-effective procurement and distribution; Optimized communication, quality, logistics, and payment channels; Direct sourcing from farms (tea)","Retail; Gastronomy; Wholesale (Northern Germany, potentially all of Germany)",International network of agents and producers focused on procurement and distribution,SME,,"The business model and products are clear. The target audience is somewhat clear, but could be more specific.",97.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Steiner Haustechnik,'+43 368 522300,http://www.steiner.net,Yes,"The company states they are an ""Ansprechpartner für Groß- und Kommunalbauvorhaben genauso wie für Privatbauten."", indicating they serve businesses.",No,"The company has a ""small team"" of 28 employees and operates in a specific location, Gröbming, suggesting a limited scale.",,,,,Pre-qualification failed: Capacity_Under_1000,Manufacturing Sector (B2B),,,,,,,,,,,,,,99.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
St. Nikolaus Apotheke,,http://www.nikolausapo.de,No,"The text describes a local pharmacy offering services directly to individuals, such as 'Lieferservice', 'Tests & Messungen', and 'Beratung'. There is no indication of serving other businesses.",No,"The text describes a local pharmacy in Hunderdorf, suggesting a limited, local customer base. There is no mention of scale or multiple locations.",,,,,Pre-qualification failed: Not_B2B,Pharmaceutical Services / Consulting,,,,,,,,,,,,,,101.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Staatliches Amt für Landwirtschaft und Gartenbau,,http://www.landkreis-mittweida.de,Unknown,The text provides insufficient information to determine if the company is B2B or B2C.,Unknown,The text provides no information about the company's scale or capacity.,,,,,Pre-qualification failed: Not_B2B,Business Consulting / Management Consulting,,,,,,,,,,,,,,103.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Zaza,,http://www.zaza-club.de,,,,,,,,,No text collected from website scraping and no fallback,Public Sector / Government (B2B),,,,,,,,,,,,,,106.0,RobotsDisallowed
Soziale Dienste Psychiatrie gemeinnützige GmbH,,http://www.sozialedienste.net,Yes,"The company partners with 'Krisendienst Psychiatrie Oberbayern', indicating B2B relationships.",Yes,"The company operates in multiple locations ('Großraum München', 'Oberbayern') and partners with 'Krisendienst Psychiatrie Oberbayern', suggesting a large scale.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning und digitale Weiterbildung für den Sozialbereich, das sich ebenfalls an soziale Einrichtungen und Fachkräfte im Sozialwesen richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Soziale Dienste is a German non-profit organization based in the greater Munich area that supports individuals with mental health issues. Founded in 1994, they offer a variety of services designed to assist clients in their daily lives, aiming for inclusion and combating stigmatization. Their services include supported living arrangements ('Betreuung mit Wohnen') for those with higher needs and support for independent living ('Betreuung ohne Wohnen'), encompassing assistance in clients' own homes, specialized support for individuals with alcohol problems (BELA), a contact and meeting center, a day center with a workshop cafe, and personal budget assistance. They also partner with Krisendienst Psychiatrie Oberbayern to provide immediate psychiatric assistance. The organization is certified according to DIN EN ISO 9001:2015 and MAAS-BGW.",Relias Learning GmbH,Gemeinsame Zielgruppe: Soziale Einrichtungen und Fachkräfte im Sozialwesen.; Ähnliche Ausrichtung: Digitale Lernplattformen und E-Learning-Lösungen für den Sozialbereich.; Fokus auf Personalentwicklung und Qualifizierung im sozialen Sektor.,Social Services,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,,,Appears Medium,Supported living arrangements ('Betreuung mit Wohnen'); Support for independent living ('Betreuung ohne Wohnen'); Specialized support for individuals with alcohol problems (BELA); Contact and meeting center; Day center with a workshop cafe; Personal budget assistance; Immediate psychiatric assistance (partnering with Krisendienst Psychiatrie Oberbayern),Supports individuals with mental health issues; Aims for inclusion and combating stigmatization; Certified according to DIN EN ISO 9001:2015 and MAAS-BGW,Individuals with mental health issues; Individuals with alcohol problems,Non-profit organization providing social services,SME,,The business model and services are clearly articulated. The target audience is also clear.,107.0,Success
VIA Beratende Ingenieure,'+49 30 8804400,http://www.viaberlin.de,Yes,"The company provides engineering services in traffic technology and tunnel safety, indicating B2B services. The text mentions 'VIA Beratende Ingenieure Das Ingenieurbüro VIA ist seit über 30 Jahren erfolgreich in der Verkehrstechnik und Tunnelsicherheit tätig'.",Yes,"The company works on national and international projects, including tunnel projects, suggesting a capacity to serve a large number of customers. The text mentions 'beteiligt sich an nationalen und internationalen Projekten' and mentions projects like 'Carmel Tunnels in Haifa (Israel), den Emstunnel in Niedersachsen, den Stellingen- und Altonatunnel in Hamburg sowie den Rene-Konen-Tunnel in Luxemburg.'",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Bauingenieurwesen, das eine App für digitale Vermessung und Navigation anbietet und sich an Bauunternehmen im Tiefbau richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","VIA Beratende Ingenieure is an engineering office based in Berlin, Germany, with international operations. The company has been active for over 30 years in the fields of traffic engineering and tunnel safety. VIA offers consulting, planning, realization, controlling, and monitoring services. They focus on implementing innovative solutions in national and international projects, emphasizing technology, safety, and sustainability. Their services include traffic planning, road traffic engineering, infrastructure planning, and technical equipment for traffic facilities. They also provide project management in road and civil engineering, assessment studies (impact analyses, consequence assessments), and object management. They have experience with traffic management systems and road tunnels, including new construction and renovation projects. They utilize a self-developed simulation tool for creating traffic control documentation.",SitePlan GmbH,Ähnliche Branche: Software für Bauingenieurwesen/Bautechnik.; Ähnliche Produkte/Services: Digitale Vermessung und Navigation.; Beide zielen auf die Digitalisierung und Automatisierung im Bauwesen ab.,Engineering,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,True,True,Appears Large / >=500 potential,"Traffic engineering; Tunnel safety; Consulting; Planning; Realization; Controlling; Monitoring services; Traffic planning; Road traffic engineering; Infrastructure planning; Technical equipment for traffic facilities; Project management in road and civil engineering; Assessment studies (impact analyses, consequence assessments); Object management; Traffic management systems; Road tunnels; Simulation tool for traffic control documentation","Over 30 years of experience; Innovative solutions; Focus on technology, safety, and sustainability; International operations",National projects; International projects,Service-oriented; Project-based consulting,SME,They focus on implementing innovative solutions in national and international projects.,The business model and services are clearly articulated. Target group is somewhat broad (national and international projects).,108.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
White Crystal,,http://www.whitecrystal.de,No,"The text describes a tattoo and piercing studio serving individual customers, indicated by phrases like 'Du suchst einen Tätowierer oder Piercer' and customer testimonials.",No,"The text describes a local tattoo and piercing studio with specific opening hours and mentions of individual artists, suggesting a small, localized operation. There's no indication of serving a large customer base.",,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,111.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Stadtverwaltung Ingelheim,,http://www.stadtbranchenbuch.com,Yes,"The text mentions ""Der Eintrag im Stadtbranchenbuch ist für alle Firmen kostenlos"", indicating a service for businesses.",Yes,"The text states ""Aktuelle Daten 5.652.864 Einträge"", implying a large-scale operation with many business customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Verzeichnismedien, das ebenfalls kleine und mittelständische Unternehmen (KMU) anspricht. Für dieses Unternehmen generieren wir täglich 1 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The text appears to be from a German online business directory called Stadtbranchenbuch. It lists various cities and regions in Germany, along with the number of entries, entries with detailed information, opening hours, and reviews. It mentions a high reach with over 9,000,000 users worldwide and partnerships with VARTA Restaurant Guide, Restaurant Kritik, and Jameda. The directory offers free listings for businesses. The website is operated by Opendi AG.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Zielgruppe: Kleine und mittelständische Unternehmen (KMU), die eine Online-Präsenz suchen.; Ähnliche Produkte: Online-Branchenverzeichnisse und Verzeichnismedien.; Schlütersche bietet Online-Marketing-Dienstleistungen für KMU an, was eine potenzielle Synergie darstellt.",Online Business Directory,"Industry: Media (Publishing & Digital Marketing Services); Services/Products: Specialist media (over 30 trade journals, books, and online media in sectors like crafts, construction, industry, automotive & mobility, animal health, economy, and education); Online marketing services for SMEs (including website creation, SEO, SEA, social media marketing); Directory media (e.g., ""Gelbe Seiten"" [Yellow Pages], ""Das Telefonbuch"" [The Phone Book]).; Target Audience: Small and medium-sized enterprises (SMEs) in Germany.; Business Model: Diversified: publishing (print and digital media, books), service-oriented (marketing services), directory media.; Company Size: Large; Innovation Level: Evolved into a ""modern, multimedia media group""; Offers ""digital services""; Provides ""online marketing services"" including website creation, SEO, SEA, and social media marketing.",1.0,41,,,Appears Large / >=500 potential,Business listings; Detailed business information; Opening hours; Reviews,"High reach with over 9,000,000 users worldwide; Partnerships with VARTA Restaurant Guide, Restaurant Kritik, and Jameda; Free listings for businesses",Businesses seeking online presence; Users searching for local businesses,Online business directory with free and potentially paid listings,Large Enterprise,,The summary clearly describes the service offered and target audience.,116.0,Success
St. Gereon Seniorendienste gGmbH,'+49 800 9819810,http://www.st-gereon.info,Yes,"The company provides services like ""Pflegeberatung"" (care consultation) and ""ambulante Pflege"" (outpatient care), which can be offered to other businesses in the healthcare sector or to organizations managing employee benefits.",Yes,"The company offers a range of care services including ""Tagespflege"" (day care), ""Intensivpflege"" (intensive care), ""Kurzzeit- und Heimpflege"" (short-term and residential care), and ""betreutes Wohnen"" (assisted living), suggesting a capacity to serve a large number of individuals, potentially exceeding 1000 when considering the scale of residential and outpatient care.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare-Technologie, das interaktive Aktivitätstische für die Betreuung von Senioren und Menschen mit kognitiven Einschränkungen anbietet. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","St. Gereon Seniorendienste offers a range of senior care services, including care consultation, outpatient care, day care, intensive care, short-term and nursing home care, and assisted living.",De BeleefTV,Gemeinsame Zielgruppe: Senioren und pflegebedürftige Menschen.; Ähnliche Ausrichtung: Fokus auf die Verbesserung der Lebensqualität von Senioren in Pflegeeinrichtungen.; Beide bedienen den Markt für altersgerechte Dienstleistungen und Produkte.,Senior Care Services,"Industry: Healthcare Technology (specifically for care facilities, focusing on elder care and support for individuals with cognitive impairments like dementia); Services/Products: An interactive, mobile activity table (described as a ""giant iPad on wheels"") with specialized software; The software includes interactive games, music, memory exercises, and sensory activities.; Target Audience: Care facilities (e.g., nursing homes) catering to seniors and individuals with dementia or other cognitive impairments.; Business Model: Product-driven (sale of the interactive activity table with integrated software). They also offer a paid trial week, the cost of which is refunded upon purchase.; Company Size: Unknown/Not Specified; Innovation Level: Digital and interactive technology; Multi-touch screen; Specialized software co-developed with care facilities; Explicitly mentioned as using ""innovative Technologien"" (innovative technologies).",10.0,5,,True,Appears Medium,Care consultation; Outpatient care; Day care; Intensive care; Short-term care; Nursing home care; Assisted living,,Seniors; Individuals requiring care; Families seeking care for elderly relatives,Service-oriented,Unknown/Not Specified,,"The business model is clear, but the target group size is not explicitly stated.",117.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
TierQuarTier Wien,'+43 1 73411020,http://www.tierquartier.at,No,"The text describes an animal shelter providing care for animals, indicating a service for individuals rather than businesses.",No,"The text mentions housing 'mehr als 150...Hunde, rund 300 Katzen und hunderte Kleintiere', indicating a limited capacity and focus on direct animal care, not a scalable business model serving thousands of customers.",,,,,Pre-qualification failed: Not_B2B,Non-Profits / Associations (B2B),,,,,,,,,,,,,,120.0,Used_Fallback_Description
Silvergreen,,http://www.silverdays.de,,,,,,,,,No text collected from website scraping and no fallback,Unknown/Not Specified,,,,,,,,,,,,,,121.0,HTTPError_500
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Steinkühler,'+49 597 179190,http://www.steinkuehler-spedition.de,Yes,"The company provides logistics, transport, and warehousing services, specializing in ""Transport von flüssigen, pulverisierten und verpackten Produkten"", indicating B2B operations.",Yes,"The company is described as ""europaweit tätiges Unternehmen"" with ""vier Niederlassungen in Rheine, Krefeld, Barby und Großbeeren"", suggesting a large-scale operation capable of serving over 1000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das sich an Transportunternehmen richtet, die ihre Prozesse digitalisieren und effizienter gestalten wollen. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The Steinkühler Group is a German family-owned business operating since 1976, providing comprehensive logistics solutions. The group consists of Spedition STR gewerblicher Güterkraftverkehr GmbH & Co. KG, G. Steinkühler Transporte GmbH & Co. KG, SCL Steinkühler Silolager und Container-Logistik GmbH & Co. KG and STI Steinkühler Innenreinigung GmbH & Co. KG. They specialize in the transport of liquid, powdered, and packaged goods across Europe, with a strong presence in demanding sectors like the food industry. Their services include transportation in silo vehicles, tank vehicles, tarpaulin vehicles, and container vehicles, as well as specialized transport for food products. They also offer intermediate storage in high silos, containers, and dry storage facilities, along with interior cleaning of transport containers and exterior truck cleaning. The company emphasizes reliability, competence, quality, and sustainability, holding certifications such as ISO 9001, ISO 50001, SQAS, GMP+ B3/B4, EFCTO FOOD, KOSHER, HALAL, and HACCP. The Steinkühler Group has locations in Rheine, Krefeld, Barby, and Großbeeren.",NxtLog,"Gemeinsame Branche: Beide Unternehmen sind im Bereich Logistik und Transport tätig.; Ähnliche Produkte/Services: Steinkühler bietet Transportdienstleistungen an, während NxtLog Softwarelösungen zur Optimierung von Logistikprozessen anbietet.; NxtLog bietet Supply-Chain-Management-Lösungen, die die Dienstleistungen von Steinkühler ergänzen könnten.",Logistics,"Industry: Digital Solutions for Logistics and Transport; Logistics Software; Supply Chain Management Solutions; Services/Products: Digital logistics solutions (software for optimization and automation of logistics processes); Supply chain management (enhancing transparency and control via intelligent tracking and monitoring systems); Real-time data analysis (for improving efficiency and decision-making in logistics); AI-supported optimization (for logistics planning, supply chain analysis, and route optimization); Individual analysis and consulting for digital transformation of logistics processes; Optimization of warehouse and shipping logistics.; Target Audience: Companies in the logistics, transport, and supply chain management sectors seeking to digitize and make their processes more efficient; Logistics service providers needing fully automated solutions for planning, tracking, and analyzing their supply chains; Companies aiming to optimize their shipping logistics and warehousing through smart software solutions.; Business Model: Software development; Consulting; Service-oriented (custom solutions and implementation); Product-driven (software solutions).; Company Size: …; Innovation Level: Innovative digital solutions; Modern technology; Real-time data; AI-supported optimization; Artificial intelligence; Digital transformation; Smart software solutions; Latest developments in digital logistics.",5.0,20,True,True,Appears Medium,Transportation in silo vehicles; Transportation in tank vehicles; Transportation in tarpaulin vehicles; Transportation in container vehicles; Specialized transport for food products; Intermediate storage in high silos; Intermediate storage in containers; Intermediate storage in dry storage facilities; Interior cleaning of transport containers; Exterior truck cleaning,"Comprehensive logistics solutions; Strong presence in demanding sectors like the food industry; Emphasis on reliability, competence, quality, and sustainability; Multiple certifications (ISO 9001, ISO 50001, SQAS, GMP+ B3/B4, EFCTO FOOD, KOSHER, HALAL, and HACCP)","Companies requiring transport of liquid, powdered, and packaged goods; Companies in the food industry",Service-oriented; Transportation and storage solutions,SME,,The business model and services are clearly articulated. The target audience is implied through the description of services.,124.0,Success
WR INFORMÁTICA,,http://www.wrinformatica.inf.br,Yes,"The company offers services to ""pequenas e médias empresas e órgãos estatais"", indicating a B2B focus.",No,"The company appears to be a local service provider, with a single location in Luzerna, SC, and no indication of large-scale operations.",,,,,Pre-qualification failed: Capacity_Under_1000,IT Services / Managed Services,,,,,,,,,,,,,,125.0,Success
SwissDRG AG,'+41 31 310 05 50,http://www.swissdrg.org,Yes,"The text mentions 'SwissDRG System' and 'TARPSY', which are related to healthcare billing and classification systems, indicating services provided to healthcare organizations (businesses).",Yes,"The company offers 'SwissDRG System' and related services, which suggests a scalable system used by multiple healthcare providers. The mention of 'Grouper Online' also indicates a platform that can serve a large number of users.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning und digitale Weiterbildung im Gesundheitswesen, das sich an Krankenhäuser und Reha-Einrichtungen richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","SwissDRG AG is an organization involved in the development and maintenance of the SwissDRG system, a diagnosis-related group (DRG) system used for hospital financing in Switzerland. They also manage TARPSY for psychiatric care and ST Reha for rehabilitation. Their activities include publishing fallpauschalenkataloge (case-based flat rate catalogs), definitionshandbücher (definition manuals), datenspiegel (data mirrors), and related documents for each system version. They are responsible for defining rules, definitions, and analog coding, as well as managing code revisions. SwissDRG AG also organizes events, provides information on financing and tariffs, and manages data collection related to these systems. They offer various resources and documentation in multiple languages (German, French, Italian, and English) related to the SwissDRG, TARPSY, and ST Reha systems.",Relias Learning GmbH,Gemeinsame Zielgruppe: Krankenhäuser und Reha-Einrichtungen in der Schweiz.; Fokus auf den Gesundheitssektor mit ähnlichen Kunden: E-Learning-Lösungen für Krankenhäuser und Pflegeeinrichtungen.; Beide Unternehmen bieten Dienstleistungen für den Gesundheitssektor an.,Healthcare Financing,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,True,,Appears Medium,SwissDRG system development and maintenance; TARPSY management; ST Reha management; Publishing fallpauschalenkataloge (case-based flat rate catalogs); Publishing definitionshandbücher (definition manuals); Publishing datenspiegel (data mirrors),,Hospitals in Switzerland; Psychiatric care facilities; Rehabilitation facilities,Management and maintenance of healthcare financing systems,Unknown/Not Specified,,"The business model is relatively clear, focusing on healthcare financing systems. The target group is also clear, consisting of healthcare facilities in Switzerland.",126.0,Success
Yoga & More,,http://www.yoga-hemmingen.de,No,"The text describes a yoga studio offering courses to individuals: ""Yoga für Alle Yoga & More in Hemmingen. Präsenz- und Live Online-Kurse.""",No,"The text describes a local yoga studio in Hemmingen, suggesting a limited capacity: ""Yoga & More in Hemmingen"" and a single physical address is provided.",,,,,Pre-qualification failed: Not_B2B,Healthcare Services,,,,,,,,,,,,,,127.0,Success
Tinti,'+49 622 17511100,http://www.tinti.eu,Yes,"The text mentions 'Händler' (German for 'Distributors' or 'Dealers'), indicating a B2B sales channel.",Yes,"The company has a 'Händler' (dealer) network and mentions 'Zertifizierte Produktion' (certified production), suggesting a scalable operation beyond a small local business.",,,,,LLM Partner Matching Failed or No Match Found,Children's Bath Products,,,,,True,Appears Medium,Bath fizzies and bubble baths; Bath beads and crystals; Wash foam and soaps; Toys for playing and collecting in the bath,Promotes a child's natural play instinct; Turns bath time into an adventure; Safety and quality of ingredients; Extensive testing and critical substance checks; Diverse sensory experiences; Supports child development,Children,Direct to consumer sales of bath products and toys,Unknown/Not Specified,Products are designed to provide diverse sensory experiences and support child development.,The business model and target audience are clearly articulated in the summary.,128.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
SWAN Caterin,,http://www.swan-catering.de,Yes,"The company offers catering services for ""Firmenevents, Messen"", indicating B2B services.",Yes,"The company offers mobile catering services ""Deutschlandweit"" and for ""Messen"", suggesting a capacity to serve a large number of customers.",+491743863008,,,,LLM Partner Matching Failed or No Match Found,Mobile Cocktail Catering,,,,,True,Appears Medium,Mobile cocktail catering services; Mobile bar for indoor and outdoor events; Bar truck; Experienced bartenders; Cocktail creation and mixing,Sustainability (avoiding plastic); Refillable cups with logo; Custom cocktail creations,Private celebrations; Corporate events; Trade fairs; Street festivals,Service-based; Mobile catering,Unknown/Not Specified,Emphasis on sustainability by avoiding plastic and using refillable cups.,Business model and target audience are clearly articulated in the summary.,132.0,Success
Zahnärzte am See,'+49 8152 5358,http://www.zahnaerzteamsee.de,No,The text describes a dental practice ('Zahnarzt Herrsching - Dr. Münzhuber und Dr. Neugebauer') offering services directly to individuals.,No,"The text describes a local dental practice ('Summerstraße 8, 82211 Herrsching') and does not indicate a capacity to serve a large number of customers.",,,,,Pre-qualification failed: Not_B2B,Healthcare Services,,,,,,,,,,,,,,133.0,Success
